accenumb,campaign,thousand_kernel_weight
IG 96091,2002-2003,54
IG 96100,2002-2003,44
IG 96110,2002-2003,48
IG 96120,2002-2003,56
IG 96122,2002-2003,52
IG 96134,2002-2003,54
IG 96135,2002-2003,54
IG 96137,2002-2003,52
IG 97414,2002-2003,43
IG 97420,2002-2003,60
IG 97432,2002-2003,48
IG 97433,2002-2003,46
IG 97434,2002-2003,64
IG 97436,2002-2003,48
IG 97443,2002-2003,53
IG 97444,2002-2003,50
IG 97445,2002-2003,44
IG 97446,2002-2003,44
IG 97447,2002-2003,50
IG 97449,2002-2003,48
IG 97450,2002-2003,52
IG 97451,2002-2003,44
IG 97452,2002-2003,46
IG 97453,2002-2003,52
IG 97454,2002-2003,46
IG 97455,2002-2003,56
IG 97456,2002-2003,44
IG 97457,2002-2003,54
IG 97458,2002-2003,50
IG 97459,2002-2003,46
IG 97460,2002-2003,40
IG 97461,2002-2003,54
IG 97462,2002-2003,50
IG 97471,2002-2003,54
IG 97477,2002-2003,63
IG 97478,2002-2003,54
IG 97479,2002-2003,66
IG 97480,2002-2003,38
IG 97481,2002-2003,44
IG 97482,2002-2003,54
IG 97483,2002-2003,60
IG 97484,2002-2003,46
IG 97485,2002-2003,50
IG 97489,2002-2003,54
IG 97490,2002-2003,48
IG 97498,2002-2003,52
IG 97499,2002-2003,52
IG 97500,2002-2003,46
IG 97591,2002-2003,46
IG 97592,2002-2003,56
IG 97593,2002-2003,56
IG 98014,2002-2003,40
IG 98015,2002-2003,43
IG 98047,2002-2003,48
IG 98048,2002-2003,40
IG 98049,2002-2003,40
IG 98051,2002-2003,54
IG 98052,2002-2003,42
IG 98054,2002-2003,50
IG 98057,2002-2003,42
IG 98061,2002-2003,44
IG 98062,2002-2003,48
IG 98073,2002-2003,40
IG 98074,2002-2003,42
IG 98075,2002-2003,40
IG 98113,2002-2003,48
IG 98131,2002-2003,58
IG 98179,2002-2003,58
IG 98180,2002-2003,40
IG 98181,2002-2003,44
IG 98182,2002-2003,46
IG 98183,2002-2003,53
IG 98184,2002-2003,48
IG 98185,2002-2003,38
IG 98186,2002-2003,56
IG 98187,2002-2003,58
IG 98188,2002-2003,56
IG 98191,2002-2003,40
IG 98192,2002-2003,56
IG 98193,2002-2003,56
IG 98194,2002-2003,52
IG 98195,2002-2003,38
IG 98196,2002-2003,50
IG 98264,2002-2003,32
IG 98267,2002-2003,40
IG 98268,2002-2003,36
IG 98269,2002-2003,38
IG 98270,2002-2003,34
IG 98273,2002-2003,38
IG 98274,2002-2003,40
IG 98276,2002-2003,46
IG 98277,2002-2003,36
IG 98278,2002-2003,42
IG 98279,2002-2003,40
IG 98280,2002-2003,42
IG 98281,2002-2003,40
IG 98282,2002-2003,38
IG 98284,2002-2003,46
IG 98285,2002-2003,42
IG 98287,2002-2003,44
IG 98289,2002-2003,40
IG 98290,2002-2003,44
IG 98291,2002-2003,42
IG 98292,2002-2003,42
IG 98293,2002-2003,44
IG 98297,2002-2003,42
IG 98298,2002-2003,40
IG 98306,2002-2003,38
IG 98307,2002-2003,44
IG 98309,2002-2003,42
IG 98310,2002-2003,42
IG 98311,2002-2003,38
IG 98312,2002-2003,40
IG 98313,2002-2003,42
IG 98314,2002-2003,42
IG 98315,2002-2003,50
IG 98316,2002-2003,46
IG 98317,2002-2003,42
IG 98323,2002-2003,38
IG 98324,2002-2003,42
IG 98325,2002-2003,40
IG 98326,2002-2003,42
IG 98327,2002-2003,38
IG 98328,2002-2003,40
IG 98329,2002-2003,40
IG 98331,2002-2003,42
IG 98333,2002-2003,36
IG 98335,2002-2003,46
IG 98336,2002-2003,36
IG 98338,2002-2003,46
IG 98339,2002-2003,44
IG 98343,2002-2003,38
IG 98345,2002-2003,36
IG 98351,2002-2003,62
IG 98352,2002-2003,36
IG 98358,2002-2003,28
IG 98457,2002-2003,50
IG 98458,2002-2003,52
IG 98459,2002-2003,48
IG 98460,2002-2003,52
IG 98461,2002-2003,50
IG 98463,2002-2003,48
IG 98466,2002-2003,54
IG 98467,2002-2003,40
IG 98468,2002-2003,38
IG 98470,2002-2003,48
IG 98472,2002-2003,48
IG 98473,2002-2003,52
IG 98474,2002-2003,56
IG 98475,2002-2003,48
IG 98476,2002-2003,50
IG 98477,2002-2003,56
IG 98478,2002-2003,54
IG 98479,2002-2003,48
IG 98509,2002-2003,44
IG 98510,2002-2003,40
IG 98511,2002-2003,42
IG 98512,2002-2003,48
IG 98513,2002-2003,50
IG 98514,2002-2003,46
IG 98515,2002-2003,52
IG 98516,2002-2003,54
IG 98517,2002-2003,48
IG 98519,2002-2003,46
IG 98520,2002-2003,44
IG 98521,2002-2003,52
IG 98522,2002-2003,50
IG 98523,2002-2003,52
IG 98525,2002-2003,54
IG 98526,2002-2003,54
IG 98528,2002-2003,56
IG 98530,2002-2003,42
IG 98531,2002-2003,40
IG 98532,2002-2003,42
IG 98533,2002-2003,38
IG 98730,2002-2003,38
IG 98731,2002-2003,34
IG 98732,2002-2003,42
IG 98733,2002-2003,38
IG 98739,2002-2003,38
IG 98743,2002-2003,40
IG 98749,2002-2003,36
IG 98750,2002-2003,34
IG 98751,2002-2003,34
IG 98752,2002-2003,36
IG 98753,2002-2003,34
IG 98754,2002-2003,36
IG 98756,2002-2003,38
IG 98757,2002-2003,36
IG 99022,2002-2003,50
IG 99032,2002-2003,50
IG 107105,2003-2004,42.9
IG 107107,2003-2004,50
IG 107126,2003-2004,44.6
IG 107128,2003-2004,29.9
IG 107129,2003-2004,39.9
IG 107130,2003-2004,42.4
IG 107131,2003-2004,49
IG 107147,2003-2004,36.1
IG 107152,2003-2004,40.2
IG 108538,2003-2004,41.1
IG 108557,2003-2004,31.9
IG 108567,2003-2004,34.4
IG 108585,2003-2004,33.9
IG 108645,2003-2004,35.7
IG 108659,2003-2004,39.1
IG 108773,2003-2004,39.8
IG 108777,2003-2004,48.4
IG 108780,2003-2004,22.3
IG 108814,2003-2004,21.3
IG 110707,2003-2004,28.3
IG 110708,2003-2004,31.7
IG 110876,2003-2004,36.9
IG 110907,2003-2004,45.6
IG 113081,2003-2004,28.5
IG 113089,2003-2004,41.1
IG 115798,2003-2004,40.5
IG 121988,2003-2004,37.4
IG 121989,2003-2004,52.7
IG 121990,2003-2004,32.3
IG 121991,2003-2004,29.2
IG 121992,2003-2004,41.9
IG 121993,2003-2004,42.1
IG 121994,2003-2004,40.8
IG 121995,2003-2004,30.3
IG 121996,2003-2004,36.5
IG 121997,2003-2004,38.5
IG 121998,2003-2004,37.6
IG 121999,2003-2004,26.7
IG 122000,2003-2004,35.3
IG 122001,2003-2004,41.4
IG 122002,2003-2004,48.5
IG 122003,2003-2004,30.3
IG 122004,2003-2004,31.6
IG 122005,2003-2004,37.3
IG 122006,2003-2004,32.9
IG 122007,2003-2004,37.5
IG 122008,2003-2004,41.4
IG 122009,2003-2004,34.1
IG 122010,2003-2004,48.7
IG 122011,2003-2004,46.4
IG 122012,2003-2004,28.9
IG 122013,2003-2004,39.2
IG 122014,2003-2004,39.2
IG 122015,2003-2004,42.2
IG 122100,2003-2004,42.2
IG 122105,2003-2004,28.4
IG 122106,2003-2004,21.6
IG 122107,2003-2004,38.5
IG 122108,2003-2004,40.2
IG 122109,2003-2004,40
IG 122110,2003-2004,43.1
IG 122111,2003-2004,35.6
IG 122112,2003-2004,35.6
IG 122113,2003-2004,49
IG 122114,2003-2004,38.9
IG 122155,2003-2004,38.7
IG 122201,2003-2004,33.6
IG 122221,2003-2004,50.2
IG 122238,2003-2004,28.8
IG 122276,2003-2004,32.4
IG 122292,2003-2004,40.4
IG 122296,2003-2004,29.7
IG 122313,2003-2004,41.6
IG 122319,2003-2004,40.7
IG 122323,2003-2004,37.1
IG 122325,2003-2004,34.2
IG 122326,2003-2004,36.6
IG 122328,2003-2004,35
IG 122335,2003-2004,48.4
IG 122336,2003-2004,26.6
IG 122343,2003-2004,33.9
IG 122345,2003-2004,32.7
IG 122359,2003-2004,45.9
IG 122365,2003-2004,42.1
IG 122373,2003-2004,38.1
IG 122378,2003-2004,31.9
IG 122387,2003-2004,44.2
IG 122389,2003-2004,30.5
IG 122405,2003-2004,39.8
IG 122417,2003-2004,33.8
IG 122419,2003-2004,25.4
IG 122422,2003-2004,41.7
IG 122424,2003-2004,34.9
IG 122426,2003-2004,36.6
IG 122436,2003-2004,24.3
IG 122438,2003-2004,41.1
IG 122443,2003-2004,44.8
IG 122450,2003-2004,31.1
IG 122457,2003-2004,40.6
IG 122458,2003-2004,31.1
IG 122459,2003-2004,26.8
IG 122465,2003-2004,40.5
IG 122466,2003-2004,33
IG 122471,2003-2004,23.1
IG 122476,2003-2004,29.1
IG 122483,2003-2004,37.5
IG 122488,2003-2004,24.6
IG 122490,2003-2004,38.9
IG 122494,2003-2004,22.8
IG 122497,2003-2004,29.1
IG 122502,2003-2004,34.1
IG 122507,2003-2004,43.6
IG 122508,2003-2004,36.9
IG 122512,2003-2004,36
IG 122521,2003-2004,35.6
IG 122533,2003-2004,30.8
IG 122537,2003-2004,31.3
IG 122544,2003-2004,32.9
IG 122545,2003-2004,41.5
IG 122557,2003-2004,36.5
IG 122558,2003-2004,36.4
IG 122561,2003-2004,30.3
IG 122562,2003-2004,31.8
IG 122567,2003-2004,36.9
IG 122573,2003-2004,36.9
IG 122574,2003-2004,39.7
IG 122575,2003-2004,36.5
IG 122584,2003-2004,31.1
IG 122588,2003-2004,36.9
IG 122600,2003-2004,51.8
IG 122633,2003-2004,44.3
IG 122774,2003-2004,40.9
IG 122800,2003-2004,29
IG 122816,2003-2004,54.3
IG 122870,2003-2004,46.1
IG 123861,2003-2004,49.1
IG 123875,2003-2004,31.1
IG 123886,2003-2004,41.5
IG 123891,2003-2004,49.1
IG 123900,2003-2004,42.2
IG 123912,2003-2004,38.1
IG 123930,2003-2004,43.2
IG 126368,2003-2004,29.8
IG 127741,2003-2004,32.4
IG 127747,2003-2004,27.8
IG 127754,2003-2004,30.1
IG 127846,2003-2004,35.8
IG 131773,2003-2004,49.6
IG 132731,2003-2004,34.2
IG 135947,2003-2004,48.9
IG 137347,2003-2004,35
IG 137351,2003-2004,26
IG 137354,2003-2004,38
IG 138278,2003-2004,45.4
IG 138279,2003-2004,49.6
IG 138280,2003-2004,47.4
IG 138281,2003-2004,34.1
IG 138283,2003-2004,41
IG 138285,2003-2004,42.3
IG 138286,2003-2004,47.7
IG 138287,2003-2004,46.1
IG 138288,2003-2004,40.2
IG 138289,2003-2004,46.6
IG 138290,2003-2004,48.8
IG 138291,2003-2004,49.3
IG 138292,2003-2004,27.3
IG 138293,2003-2004,17
IG 138294,2003-2004,40.4
IG 138295,2003-2004,47.3
IG 138296,2003-2004,32.6
IG 138298,2003-2004,47.7
IG 138299,2003-2004,49.4
IG 138300,2003-2004,36.3
IG 138301,2003-2004,47.6
IG 138302,2003-2004,34.4
IG 138303,2003-2004,31.8
IG 138305,2003-2004,36.1
IG 138306,2003-2004,28.3
IG 138307,2003-2004,55.2
IG 138308,2003-2004,32.7
IG 138310,2003-2004,29.3
IG 138311,2003-2004,28.3
IG 138313,2003-2004,45.6
IG 138314,2003-2004,34.8
IG 138315,2003-2004,52.4
IG 138316,2003-2004,28.1
IG 138318,2003-2004,41.9
IG 138319,2003-2004,42.3
IG 138320,2003-2004,41.8
IG 138321,2003-2004,36.5
IG 138322,2003-2004,35.1
IG 138323,2003-2004,32.5
IG 138324,2003-2004,39.4
IG 138326,2003-2004,27.4
IG 138327,2003-2004,34.2
IG 138328,2003-2004,36.6
IG 138329,2003-2004,45.7
IG 138332,2003-2004,39.9
IG 138333,2003-2004,29.6
IG 138334,2003-2004,29.9
IG 138335,2003-2004,28.7
IG 138336,2003-2004,44
IG 138337,2003-2004,34.2
IG 138338,2003-2004,45.4
IG 138339,2003-2004,38.8
IG 138340,2003-2004,28.8
IG 138342,2003-2004,35.7
IG 138343,2003-2004,42.9
IG 138344,2003-2004,40.9
IG 138345,2003-2004,27.4
IG 138347,2003-2004,39.8
IG 138349,2003-2004,39.2
IG 138350,2003-2004,36.3
IG 138353,2003-2004,44.2
IG 138355,2003-2004,34.8
IG 138356,2003-2004,39.8
IG 138357,2003-2004,43.8
IG 138358,2003-2004,40.3
IG 138359,2003-2004,45.3
IG 138360,2003-2004,39.8
IG 138361,2003-2004,35.2
IG 138362,2003-2004,50.2
IG 138363,2003-2004,36.4
IG 138364,2003-2004,36.4
IG 138365,2003-2004,51.7
IG 138366,2003-2004,31.4
IG 138368,2003-2004,39.1
IG 138369,2003-2004,31.6
IG 138370,2003-2004,36.9
IG 138371,2003-2004,32.1
IG 138372,2003-2004,30.9
IG 138373,2003-2004,33
IG 138376,2003-2004,40.3
IG 138377,2003-2004,38
IG 138378,2003-2004,37.9
IG 138379,2003-2004,42
IG 138380,2003-2004,37.2
IG 138381,2003-2004,30.4
IG 138386,2003-2004,32.2
IG 138390,2003-2004,29.6
IG 138392,2003-2004,46.5
IG 138393,2003-2004,39.9
IG 138394,2003-2004,29.3
IG 138395,2003-2004,47.2
IG 138397,2003-2004,39.1
IG 138399,2003-2004,25.5
IG 138402,2003-2004,33.6
IG 138403,2003-2004,23.2
IG 138404,2003-2004,22.7
IG 138405,2003-2004,37.1
IG 138407,2003-2004,34.3
IG 138408,2003-2004,28.3
IG 138409,2003-2004,30.2
IG 138410,2003-2004,38.1
IG 138411,2003-2004,29.6
IG 138413,2003-2004,32.9
IG 138415,2003-2004,37.7
IG 138416,2003-2004,33.1
IG 138417,2003-2004,26.5
IG 138418,2003-2004,30.4
IG 138419,2003-2004,29.3
IG 138420,2003-2004,46.4
IG 138424,2003-2004,25
IG 138425,2003-2004,35.8
IG 138426,2003-2004,35.2
IG 138427,2003-2004,31.8
IG 138428,2003-2004,50.5
IG 138429,2003-2004,42.3
IG 138430,2003-2004,33.3
IG 138431,2003-2004,32.7
IG 138432,2003-2004,22.2
IG 138433,2003-2004,39.5
IG 138435,2003-2004,42.6
IG 138438,2003-2004,34.8
IG 138439,2003-2004,36.9
IG 138440,2003-2004,37.6
IG 138441,2003-2004,47.1
IG 138442,2003-2004,32.2
IG 138443,2003-2004,38.7
IG 138444,2003-2004,39.5
IG 138446,2003-2004,31.6
IG 138449,2003-2004,30.9
IG 138452,2003-2004,35.2
IG 138455,2003-2004,25.3
IG 138457,2003-2004,33
IG 138458,2003-2004,45.7
IG 138462,2003-2004,29.5
IG 138464,2003-2004,37.2
IG 138465,2003-2004,33.5
IG 138466,2003-2004,36.3
IG 138467,2003-2004,47.5
IG 138468,2003-2004,27.9
IG 138469,2003-2004,44.7
IG 138470,2003-2004,32.6
IG 138471,2003-2004,28.1
IG 138472,2003-2004,25.8
IG 138473,2003-2004,39.3
IG 138474,2003-2004,32.7
IG 138475,2003-2004,34
IG 138476,2003-2004,44.8
IG 138477,2003-2004,28
IG 138478,2003-2004,35.8
IG 138479,2003-2004,40.4
IG 138480,2003-2004,29.6
IG 138481,2003-2004,32.4
IG 138482,2003-2004,32.4
IG 138483,2003-2004,34.1
IG 138484,2003-2004,39.9
IG 138485,2003-2004,36.4
IG 138486,2003-2004,32
IG 138487,2003-2004,35.4
IG 138488,2003-2004,33.7
IG 138489,2003-2004,33.6
IG 138490,2003-2004,33.5
IG 138491,2003-2004,31.6
IG 138493,2003-2004,39.5
IG 138494,2003-2004,36.8
IG 138495,2003-2004,20.5
IG 138496,2003-2004,15.8
IG 138498,2003-2004,33.3
IG 138499,2003-2004,41.8
IG 138500,2003-2004,39.7
IG 138501,2003-2004,35.9
IG 138502,2003-2004,39.7
IG 138504,2003-2004,28.3
IG 138505,2003-2004,32.2
IG 138507,2003-2004,27.5
IG 138508,2003-2004,32.1
IG 138509,2003-2004,32
IG 138510,2003-2004,35.9
IG 138512,2003-2004,27.8
IG 138513,2003-2004,52.8
IG 138516,2003-2004,26.3
IG 138517,2003-2004,28.3
IG 138519,2003-2004,26.9
IG 138520,2003-2004,51.3
IG 138521,2003-2004,29.8
IG 138523,2003-2004,32.2
IG 138524,2003-2004,35.4
IG 138525,2003-2004,42.4
IG 138526,2003-2004,25.3
IG 138527,2003-2004,41.4
IG 138530,2003-2004,34.4
IG 138531,2003-2004,42
IG 138532,2003-2004,32.4
IG 138533,2003-2004,43.7
IG 138534,2003-2004,45.4
IG 138535,2003-2004,48.2
IG 138536,2003-2004,44
IG 138537,2003-2004,45.1
IG 138538,2003-2004,27.2
IG 138539,2003-2004,28.8
IG 138540,2003-2004,27
IG 138541,2003-2004,28.9
IG 138543,2003-2004,30.1
IG 138544,2003-2004,31.8
IG 138545,2003-2004,32.1
IG 138546,2003-2004,33.3
IG 138547,2003-2004,45.4
IG 138548,2003-2004,20.8
IG 138549,2003-2004,34.7
IG 138551,2003-2004,32.9
IG 138552,2003-2004,36.4
IG 138554,2003-2004,35.4
IG 138555,2003-2004,41.3
IG 138557,2003-2004,20.9
IG 138558,2003-2004,29.4
IG 138559,2003-2004,25.1
IG 138560,2003-2004,24.7
IG 138561,2003-2004,25.5
IG 138562,2003-2004,44.5
IG 138564,2003-2004,38.3
IG 138565,2003-2004,29.4
IG 138567,2003-2004,35.2
IG 138568,2003-2004,38.1
IG 138569,2003-2004,32.6
IG 138570,2003-2004,34.8
IG 138571,2003-2004,35.9
IG 138572,2003-2004,41.4
IG 138573,2003-2004,33.5
IG 138574,2003-2004,26.4
IG 138576,2003-2004,22.8
IG 138577,2003-2004,25.4
IG 138578,2003-2004,25.8
IG 138579,2003-2004,29.5
IG 138580,2003-2004,30.8
IG 138581,2003-2004,14.3
IG 138582,2003-2004,24.7
IG 138583,2003-2004,18.2
IG 138586,2003-2004,31.8
IG 138587,2003-2004,33.1
IG 138588,2003-2004,19.6
IG 138589,2003-2004,37.5
IG 138590,2003-2004,27.5
IG 138591,2003-2004,27
IG 138592,2003-2004,21.9
IG 138593,2003-2004,46.3
IG 138595,2003-2004,25.1
IG 138596,2003-2004,35.8
IG 138597,2003-2004,48
IG 138598,2003-2004,58.1
IG 138599,2003-2004,42.9
IG 138600,2003-2004,43.1
IG 138601,2003-2004,30.5
IG 138602,2003-2004,49.9
IG 138603,2003-2004,26.9
IG 138604,2003-2004,32.3
IG 138605,2003-2004,20.5
IG 138606,2003-2004,21.2
IG 138607,2003-2004,25.9
IG 138608,2003-2004,22.6
IG 138609,2003-2004,43
IG 138610,2003-2004,31.8
IG 138612,2003-2004,42.6
IG 138613,2003-2004,19.6
IG 138614,2003-2004,38.1
IG 138615,2003-2004,41.9
IG 138616,2003-2004,35.5
IG 138617,2003-2004,40.2
IG 138618,2003-2004,31.5
IG 138619,2003-2004,40.8
IG 138620,2003-2004,26.9
IG 138622,2003-2004,48
IG 138623,2003-2004,31
IG 138624,2003-2004,42.7
IG 138625,2003-2004,35.9
IG 138626,2003-2004,26.5
IG 138627,2003-2004,24.2
IG 138628,2003-2004,29.4
IG 138629,2003-2004,38.6
IG 138630,2003-2004,34
IG 138631,2003-2004,22.9
IG 138633,2003-2004,18.2
IG 138634,2003-2004,27.7
IG 138635,2003-2004,15.5
IG 138638,2003-2004,36.7
IG 138640,2003-2004,23.3
IG 138642,2003-2004,34.5
IG 138643,2003-2004,35
IG 138644,2003-2004,45
IG 138645,2003-2004,39.9
IG 138646,2003-2004,38.7
IG 138647,2003-2004,38.3
IG 138648,2003-2004,32.9
IG 138649,2003-2004,28.7
IG 138652,2003-2004,37.6
IG 138654,2003-2004,28.5
IG 138657,2003-2004,28.1
IG 138658,2003-2004,37.2
IG 138659,2003-2004,25.3
IG 138661,2003-2004,34.4
IG 138662,2003-2004,27.2
IG 138667,2003-2004,34.3
IG 138668,2003-2004,29.3
IG 138670,2003-2004,28.1
IG 138671,2003-2004,32.3
IG 138672,2003-2004,25.9
IG 138673,2003-2004,31.2
IG 138674,2003-2004,35
IG 138675,2003-2004,26.8
IG 138676,2003-2004,28.3
IG 138677,2003-2004,32.8
IG 138678,2003-2004,30.2
IG 138679,2003-2004,35.5
IG 138680,2003-2004,38.9
IG 138681,2003-2004,29.6
IG 138683,2003-2004,34.8
IG 138685,2003-2004,36.3
IG 138686,2003-2004,39.2
IG 138687,2003-2004,35
IG 138688,2003-2004,31.9
IG 138689,2003-2004,45.8
IG 138690,2003-2004,39.8
IG 138691,2003-2004,34.7
IG 138692,2003-2004,31
IG 138694,2003-2004,28.5
IG 138695,2003-2004,29.5
IG 138697,2003-2004,23.5
IG 138698,2003-2004,20.2
IG 138699,2003-2004,26.3
IG 138701,2003-2004,25.2
IG 138702,2003-2004,38.8
IG 138703,2003-2004,28.8
IG 138704,2003-2004,26.3
IG 138705,2003-2004,25.9
IG 138707,2003-2004,20.7
IG 138708,2003-2004,35.4
IG 138709,2003-2004,30.3
IG 138714,2003-2004,36.6
IG 138716,2003-2004,41.6
IG 138717,2003-2004,26.4
IG 138721,2003-2004,30
IG 138722,2003-2004,20.9
IG 138725,2003-2004,30.2
IG 138726,2003-2004,36.7
IG 138727,2003-2004,28.9
IG 138728,2003-2004,25.3
IG 138729,2003-2004,31.2
IG 138730,2003-2004,25
IG 138731,2003-2004,31.6
IG 138734,2003-2004,17.1
IG 138735,2003-2004,45.3
IG 138737,2003-2004,35
IG 138738,2003-2004,36.1
IG 138739,2003-2004,40.9
IG 138740,2003-2004,40.9
IG 138741,2003-2004,34
IG 138742,2003-2004,40.8
IG 138745,2003-2004,36.6
IG 138746,2003-2004,31.9
IG 138748,2003-2004,39.1
IG 138749,2003-2004,30.4
IG 138750,2003-2004,38.1
IG 138752,2003-2004,29
IG 138753,2003-2004,27.2
IG 138755,2003-2004,27.2
IG 138757,2003-2004,47.7
IG 138759,2003-2004,39.6
IG 138760,2003-2004,32.5
IG 138763,2003-2004,31.1
IG 138764,2003-2004,42.5
IG 138766,2003-2004,31
IG 138767,2003-2004,40.1
IG 138768,2003-2004,33.8
IG 138769,2003-2004,52.1
IG 138771,2003-2004,30.2
IG 138782,2003-2004,45.7
IG 138783,2003-2004,36.5
IG 138784,2003-2004,30.4
IG 138785,2003-2004,35.3
IG 138786,2003-2004,41.9
IG 138787,2003-2004,46.7
IG 138788,2003-2004,33.6
IG 138789,2003-2004,43.1
IG 138790,2003-2004,44.5
IG 138791,2003-2004,41.2
IG 138797,2003-2004,40
IG 138801,2003-2004,41.3
IG 138802,2003-2004,44.5
IG 138803,2003-2004,38.4
IG 138804,2003-2004,37.3
IG 138805,2003-2004,49.1
IG 138806,2003-2004,40.9
IG 138807,2003-2004,34.7
IG 138808,2003-2004,47.5
IG 138809,2003-2004,26.5
IG 138810,2003-2004,42.4
IG 138811,2003-2004,41.8
IG 138813,2003-2004,29.5
IG 138814,2003-2004,35.1
IG 138815,2003-2004,42.6
IG 138816,2003-2004,37.6
IG 138817,2003-2004,39.4
IG 138818,2003-2004,38.7
IG 138819,2003-2004,31.1
IG 138821,2003-2004,38.9
IG 138823,2003-2004,40.1
IG 138824,2003-2004,38.3
IG 138825,2003-2004,31.3
IG 138827,2003-2004,41.1
IG 138828,2003-2004,37.1
IG 138829,2003-2004,42.4
IG 138830,2003-2004,40.3
IG 138831,2003-2004,48.6
IG 138832,2003-2004,37.7
IG 138833,2003-2004,45.6
IG 138834,2003-2004,52.1
IG 138838,2003-2004,42.2
IG 138839,2003-2004,31.3
IG 138841,2003-2004,48.5
IG 138842,2003-2004,35.1
IG 138844,2003-2004,28.5
IG 138845,2003-2004,37.8
IG 138846,2003-2004,40.3
IG 138847,2003-2004,33.7
IG 138849,2003-2004,45.4
IG 138850,2003-2004,48.1
IG 138851,2003-2004,32.9
IG 138852,2003-2004,31.4
IG 138853,2003-2004,35.9
IG 138854,2003-2004,38.7
IG 138855,2003-2004,34.3
IG 138856,2003-2004,28.1
IG 138857,2003-2004,42.1
IG 138858,2003-2004,36.8
IG 138860,2003-2004,25.6
IG 138861,2003-2004,27
IG 138862,2003-2004,41.5
IG 138863,2003-2004,31.3
IG 138864,2003-2004,28
IG 138866,2003-2004,26.4
IG 138867,2003-2004,34.4
IG 138868,2003-2004,22.8
IG 138870,2003-2004,40.9
IG 138871,2003-2004,25.5
IG 138872,2003-2004,38.3
IG 138873,2003-2004,36.6
IG 138874,2003-2004,35.9
IG 138875,2003-2004,36.4
IG 138876,2003-2004,28.9
IG 138877,2003-2004,24.9
IG 138878,2003-2004,49.8
IG 138879,2003-2004,49.4
IG 138880,2003-2004,48
IG 138881,2003-2004,38.5
IG 138882,2003-2004,32.2
IG 138883,2003-2004,35.6
IG 138884,2003-2004,44.3
IG 138885,2003-2004,47.9
IG 138886,2003-2004,48.2
IG 138888,2003-2004,47.7
IG 138890,2003-2004,28.3
IG 138891,2003-2004,27.7
IG 138892,2003-2004,34.8
IG 138893,2003-2004,42.6
IG 138947,2003-2004,36.8
IG 138948,2003-2004,40.8
IG 138949,2003-2004,47.7
IG 138950,2003-2004,38.5
IG 138951,2003-2004,37.3
IG 138952,2003-2004,39.1
IG 138979,2003-2004,42.9
IG 138980,2003-2004,27.5
IG 138991,2003-2004,38.1
IG 138992,2003-2004,36.4
IG 138993,2003-2004,33.1
IG 138995,2003-2004,39.9
IG 138996,2003-2004,44.2
IG 138997,2003-2004,28.3
IG 138998,2003-2004,48.5
IG 138999,2003-2004,39
IG 139002,2003-2004,41.9
IG 139007,2003-2004,35.1
IG 139008,2003-2004,23.4
IG 139009,2003-2004,37.7
IG 139010,2003-2004,31.9
IG 139023,2003-2004,48.6
IG 139024,2003-2004,36.9
IG 139025,2003-2004,36.2
IG 139026,2003-2004,22.9
IG 139027,2003-2004,35.5
IG 139028,2003-2004,20.9
IG 139029,2003-2004,31.5
IG 139030,2003-2004,42.2
IG 139031,2003-2004,40.3
IG 139032,2003-2004,33.5
IG 139033,2003-2004,47.4
IG 139034,2003-2004,38.3
IG 139035,2003-2004,38.1
IG 139036,2003-2004,29.2
IG 139038,2003-2004,48
IG 139040,2003-2004,45.5
IG 139041,2003-2004,32.7
IG 139042,2003-2004,31.1
IG 139043,2003-2004,33.5
IG 139044,2003-2004,34
IG 139045,2003-2004,33
IG 139047,2003-2004,49.3
IG 139048,2003-2004,38.4
IG 139049,2003-2004,46.3
IG 139050,2003-2004,38.5
IG 139051,2003-2004,42.5
IG 139052,2003-2004,30.7
IG 139053,2003-2004,37.2
IG 139055,2003-2004,15.5
IG 139056,2003-2004,39.9
IG 139057,2003-2004,31
IG 139059,2003-2004,38.5
IG 139061,2003-2004,32.5
IG 139062,2003-2004,40.6
IG 139063,2003-2004,30.6
IG 139064,2003-2004,38.6
IG 139065,2003-2004,30.8
IG 139066,2003-2004,34.6
IG 139067,2003-2004,39.9
IG 139069,2003-2004,43.7
IG 139071,2003-2004,44.6
IG 139072,2003-2004,38.6
IG 139073,2003-2004,44.5
IG 139074,2003-2004,38.7
IG 139075,2003-2004,49.4
IG 139077,2003-2004,36.9
IG 139078,2003-2004,24.7
IG 139079,2003-2004,36.1
IG 139080,2003-2004,39.2
IG 139082,2003-2004,33.6
IG 139083,2003-2004,41.5
IG 139084,2003-2004,40.1
IG 139085,2003-2004,30.3
IG 41236,2003-2004,48.2
IG 41241,2003-2004,50.2
IG 41243,2003-2004,32.7
IG 41244,2003-2004,43.1
IG 41245,2003-2004,37.7
IG 41262,2003-2004,31.5
IG 41273,2003-2004,36.4
IG 41288,2003-2004,33.6
IG 41337,2003-2004,19.4
IG 41357,2003-2004,26.8
IG 41383,2003-2004,26.7
IG 41396,2003-2004,35.4
IG 41403,2003-2004,29.1
IG 41428,2003-2004,21.7
IG 41442,2003-2004,27.4
IG 41468,2003-2004,28.2
IG 41479,2003-2004,37.5
IG 41500,2003-2004,46.1
IG 41540,2003-2004,35.7
IG 41541,2003-2004,24.9
IG 41545,2003-2004,30.9
IG 41554,2003-2004,20.6
IG 41555,2003-2004,27.4
IG 41558,2003-2004,38.3
